status,open,close,type,account_id,client_id
Active,2010-12-22,,Brokerage,1257,411
Active,2016-11-17,,Roth IRA,1258,411
Active,2002-07-10,,Traditional IRA,1259,411
Active,2007-08-20,,529,1260,411
Active,2015-08-31,,Roth 401(k),1261,411
Active,2016-11-17,,Traditional IRA,1262,412
Active,2014-12-24,,529,1263,412
Active,2016-04-18,,Roth IRA,1264,412
Active,2017-06-11,,Roth 401(k),1265,412
Active,2016-03-23,,Brokerage,1266,412
Active,2017-08-09,,Brokerage,1267,413
Inactive,2016-08-16,2018-03-19,Traditional IRA,1268,413
Active,2009-03-09,,Roth IRA,1269,414
Active,2006-04-04,,529,1270,414
Active,2012-08-02,,Roth 401(k),1271,415
Active,2017-06-22,,Brokerage,1272,415
Active,2017-03-17,,529,1273,415
Active,2016-08-31,,Roth IRA,1274,416
Active,2015-12-30,,Traditional IRA,1275,416
Active,2016-01-11,,529,1276,417
Inactive,2016-11-05,2017-10-02,Traditional IRA,1277,417
Active,2017-09-25,,Brokerage,1278,417
Inactive,2013-05-04,2015-07-12,Roth IRA,1279,417
Active,2017-01-30,,Roth 401(k),1280,417
Active,2012-03-07,,529,1281,418
Active,2008-04-09,,Roth 401(k),1282,418
Inactive,2015-11-18,2018-10-05,Brokerage,1283,419
Active,2016-05-16,,529,1284,419
Active,2016-03-23,,Traditional IRA,1285,419
Active,2013-12-19,,Roth 401(k),1286,419
Active,2015-04-12,,Roth IRA,1287,419
Active,2014-09-13,,Brokerage,1288,420
Active,2014-03-29,,Traditional IRA,1289,421
Active,2011-11-08,,Brokerage,1290,422
Active,2001-09-22,,Traditional IRA,1291,423
Active,2002-11-28,,Roth 401(k),1292,423
Active,2018-04-17,,Brokerage,1293,424
Active,2017-11-24,,Roth 401(k),1294,424
Active,2013-05-03,,529,1295,425
Active,2015-08-12,,Brokerage,1296,425
Active,2014-09-30,,Roth 401(k),1297,425
Active,2013-08-17,,Traditional IRA,1298,425
Active,2017-01-31,,Roth IRA,1299,425
Active,2005-09-17,,Roth IRA,1300,426
Active,2015-08-23,,Brokerage,1301,426
Active,2016-05-31,,Roth IRA,1302,427
Active,2013-10-11,,Brokerage,1303,427
Active,2017-06-18,,Roth 401(k),1304,427
Active,2014-07-04,,Traditional IRA,1305,427
Inactive,2018-05-21,2018-10-28,529,1306,427
Active,2013-05-05,,529,1307,428
Active,2017-08-31,,Roth 401(k),1308,429
Active,2017-06-27,,Brokerage,1309,429
Active,2017-08-11,,Traditional IRA,1310,429
Active,2017-11-25,,529,1311,429
Active,2018-05-15,,Brokerage,1312,430
Active,2016-11-04,,Roth IRA,1313,430
Active,2015-12-22,,529,1314,430
Inactive,2017-11-21,2018-08-24,Roth 401(k),1315,430
Active,2016-05-27,,Traditional IRA,1316,430
Active,2011-07-29,,Roth 401(k),1317,431
Active,2007-10-15,,529,1318,431
Active,2004-01-04,,Brokerage,1319,431
Active,2005-10-02,,Roth IRA,1320,431
Active,2007-10-05,,Traditional IRA,1321,431
Active,2013-12-10,,529,1322,432
Active,2014-10-19,,Roth IRA,1323,432
Active,2011-05-25,,Roth 401(k),1324,432
Active,2018-04-05,,Roth 401(k),1325,433
Active,2015-06-14,,529,1326,433
Active,2017-03-19,,Brokerage,1327,433
Active,2018-03-24,,Traditional IRA,1328,433
Active,2010-10-05,,Brokerage,1329,434
Inactive,2018-03-03,2018-08-31,Traditional IRA,1330,434
Active,2007-06-22,,529,1331,435
Active,2002-04-13,,Traditional IRA,1332,435
Active,2004-08-13,,Brokerage,1333,435
Active,2002-09-23,,Roth IRA,1334,435
Active,2017-08-13,,Roth 401(k),1335,436
Active,2010-08-05,,Roth IRA,1336,436
Active,2017-11-22,,Traditional IRA,1337,436
Active,2016-12-12,,529,1338,436
Active,2010-07-27,,Roth IRA,1339,437
Active,2008-05-31,,Traditional IRA,1340,437
Active,2009-06-28,,529,1341,437
Active,2011-11-28,,Brokerage,1342,437
Active,2012-04-06,,529,1343,438
Active,2014-01-13,,Brokerage,1344,438
Active,2014-12-13,,Roth IRA,1345,439
Active,2006-08-16,,Brokerage,1346,439
Active,2016-04-27,,Roth 401(k),1347,439
Active,2008-06-23,,529,1348,439
Active,2011-02-15,,Traditional IRA,1349,439
Active,2018-07-07,,Traditional IRA,1350,440
Active,2010-07-24,,Roth IRA,1351,441
Active,2010-04-01,,Roth IRA,1352,442
Active,2015-02-12,,Brokerage,1353,442
Active,2007-09-08,,Traditional IRA,1354,442
Active,2014-03-16,,529,1355,443
Active,2017-10-21,,Roth IRA,1356,443
Active,2013-04-29,,Traditional IRA,1357,443
Active,2014-08-14,,Roth 401(k),1358,443
Inactive,2018-01-26,2018-10-09,Brokerage,1359,443
Active,2016-07-13,,Brokerage,1360,444
Active,2007-06-27,,Brokerage,1361,445
Inactive,2006-09-11,2010-04-25,Traditional IRA,1362,445
Active,2014-04-10,,Roth IRA,1363,445
Active,2018-03-27,,529,1364,446
Active,2017-09-13,,Brokerage,1365,446
Active,2016-10-28,,Roth 401(k),1366,446
Active,2008-11-25,,Roth IRA,1367,447
Active,2015-12-31,,529,1368,447
Inactive,2014-11-24,2015-06-08,Brokerage,1369,447
Active,2015-12-08,,Roth 401(k),1370,447
Active,2011-09-12,,Traditional IRA,1371,447
Active,2009-11-11,,Traditional IRA,1372,448
Active,2013-01-14,,529,1373,448
Active,2016-07-03,,529,1374,449
Active,2017-06-14,,Traditional IRA,1375,449
Active,2009-05-06,,529,1376,450
Active,2018-05-26,,Brokerage,1377,450
Active,2012-12-07,,Traditional IRA,1378,450
Active,2015-11-04,,Roth 401(k),1379,450
Active,2011-05-29,,Roth IRA,1380,451
Active,2012-02-23,,529,1381,451
Inactive,2018-03-28,2018-10-05,Roth 401(k),1382,451
Active,2011-06-14,,Traditional IRA,1383,451
Active,2007-03-08,,Traditional IRA,1384,452
Active,2015-05-23,,Roth IRA,1385,452
Active,2007-11-30,,Brokerage,1386,452
Active,2017-07-19,,Roth 401(k),1387,453
Active,2013-07-12,,529,1388,454
Active,2008-10-07,,Traditional IRA,1389,454
Active,2014-03-25,,Traditional IRA,1390,455
Active,2007-03-21,,Brokerage,1391,455
Active,2004-12-13,,Brokerage,1392,456
Active,2005-02-05,,Roth IRA,1393,456
Active,2009-02-19,,Traditional IRA,1394,456
Active,2017-04-04,,529,1395,456
Active,2007-05-12,,Roth 401(k),1396,456
Active,2008-06-26,,529,1397,457
Active,2015-05-28,,Traditional IRA,1398,458
Inactive,2012-02-16,2016-09-04,Roth IRA,1399,459
Active,2017-02-28,,529,1400,460
Active,2004-05-19,,Brokerage,1401,460
Active,2015-12-05,,Roth 401(k),1402,460
Active,2008-02-03,,Traditional IRA,1403,460
Active,2018-02-16,,Traditional IRA,1404,461
Active,2015-03-26,,529,1405,461
Active,2015-03-06,,Roth IRA,1406,461
Active,2018-01-06,,Roth 401(k),1407,461
Active,2017-05-09,,Brokerage,1408,461
Active,2016-01-05,,529,1409,462
Active,2016-12-09,,Roth IRA,1410,463
Active,2015-08-18,,Brokerage,1411,463
Active,2017-04-13,,Traditional IRA,1412,463
Active,2012-05-08,,Roth 401(k),1413,463
Active,2011-09-04,,Roth IRA,1414,464
Active,2013-09-18,,Roth 401(k),1415,465
Inactive,2010-01-07,2015-03-22,529,1416,465
Active,2015-01-09,,Brokerage,1417,465
Active,2013-02-28,,Roth IRA,1418,465
Active,2012-10-22,,Traditional IRA,1419,465
Active,2016-09-24,,Roth IRA,1420,466
Active,2015-04-27,,Brokerage,1421,466
Inactive,2009-08-29,2016-07-21,529,1422,466
Active,2016-09-30,,Roth 401(k),1423,466
Active,2013-09-09,,Traditional IRA,1424,467
Inactive,2012-08-29,2014-02-11,Brokerage,1425,467
Inactive,2013-05-15,2015-10-18,Roth IRA,1426,467
Active,2015-01-28,,Roth 401(k),1427,467
Active,2012-10-28,,529,1428,467
Active,2018-06-28,,Roth 401(k),1429,468
Active,2017-10-15,,529,1430,468
Active,2016-12-06,,Roth IRA,1431,468
Active,2016-07-08,,Traditional IRA,1432,468
Active,2005-06-07,,529,1433,469
Active,2008-06-26,,Roth 401(k),1434,469
Inactive,2006-09-11,2017-10-17,Traditional IRA,1435,469
Active,2006-08-29,,Roth IRA,1436,469
Active,2017-09-12,,Roth 401(k),1437,470
Active,2017-05-24,,Brokerage,1438,470
Active,2017-03-29,,529,1439,470
Active,2017-03-31,,Traditional IRA,1440,470
Active,2008-04-16,,Roth 401(k),1441,471
Active,2007-01-19,,Roth IRA,1442,471
Active,2015-03-15,,529,1443,471
Active,2010-01-31,,Roth 401(k),1444,472
Active,2008-02-03,,Traditional IRA,1445,472
Inactive,2012-07-10,2014-08-22,Roth IRA,1446,472
Active,2010-01-24,,529,1447,472
Active,2018-03-15,,529,1448,473
Active,2005-09-30,,Roth IRA,1449,473
Active,2017-02-19,,Roth 401(k),1450,473
Active,2017-09-29,,Traditional IRA,1451,474
Active,2015-10-19,,Roth IRA,1452,474
Active,2014-09-05,,529,1453,475
Active,2018-07-05,,Roth IRA,1454,475
Active,2015-08-16,,Traditional IRA,1455,476
Active,2006-03-27,,Roth 401(k),1456,476
Active,2004-11-16,,529,1457,476
Inactive,2018-01-03,2018-08-10,Roth 401(k),1458,477
Active,2017-05-07,,529,1459,477
Active,2017-10-14,,Traditional IRA,1460,477
Active,2013-09-13,,Roth IRA,1461,477
Active,2018-02-19,,Brokerage,1462,477
Active,2018-05-09,,Roth IRA,1463,478
Active,2012-02-29,,Brokerage,1464,478
Active,2017-06-22,,Roth IRA,1465,479
Active,2017-01-12,,529,1466,479
Active,2016-05-27,,529,1467,480
Inactive,2004-03-26,2014-02-01,Roth IRA,1468,480
Active,2007-03-19,,Brokerage,1469,481
Active,2018-07-12,,Brokerage,1470,482
Active,2016-10-30,,529,1471,482
Active,2015-08-06,,Roth IRA,1472,482
Active,2016-07-21,,Roth 401(k),1473,482
Active,2015-11-04,,Traditional IRA,1474,483
Active,2014-10-06,,529,1475,483
Active,2016-07-28,,Roth IRA,1476,483
Active,2016-04-13,,Brokerage,1477,483
Active,2013-04-21,,Roth 401(k),1478,483
Active,2011-01-22,,Roth IRA,1479,484
Active,2015-03-18,,Roth 401(k),1480,484
Active,2012-12-23,,Traditional IRA,1481,484
Active,2012-08-29,,529,1482,485
Inactive,2014-09-20,2017-09-12,Roth 401(k),1483,486
Active,2014-06-08,,Roth IRA,1484,486
Active,2014-03-30,,529,1485,486
Active,2015-04-04,,Roth IRA,1486,487
Active,2017-03-04,,529,1487,487
Active,2012-09-17,,Traditional IRA,1488,488
Inactive,2016-11-14,2018-05-02,Brokerage,1489,489
Inactive,2017-06-14,2018-05-29,Traditional IRA,1490,489
Active,2015-06-13,,Roth 401(k),1491,489
Active,2017-05-23,,529,1492,489
Inactive,2018-06-10,2018-10-26,Roth IRA,1493,489
Active,2015-11-04,,Traditional IRA,1494,490
Active,2017-09-23,,Roth 401(k),1495,491
Active,2017-05-29,,Roth IRA,1496,491
Active,2016-09-12,,Traditional IRA,1497,491
Active,2016-12-19,,Brokerage,1498,491
Active,2010-03-01,,Roth 401(k),1499,492
Active,2011-09-28,,Traditional IRA,1500,492
Active,2010-03-07,,Roth IRA,1501,492
Active,2002-08-22,,529,1502,492
Active,2013-11-22,,529,1503,493
Active,2017-06-28,,Brokerage,1504,493
Active,2014-10-25,,Traditional IRA,1505,493
Active,2017-06-12,,Roth 401(k),1506,493
Active,2016-08-19,,Roth IRA,1507,493
Active,2014-05-07,,Traditional IRA,1508,494
Active,2017-10-30,,Roth IRA,1509,495
Active,2013-02-21,,Brokerage,1510,495
Active,2017-12-06,,529,1511,495
Active,2016-03-02,,Roth IRA,1512,496
Active,2009-04-06,,Roth IRA,1513,497
Active,2010-06-02,,Roth 401(k),1514,497
Active,2017-06-03,,Roth 401(k),1515,498
Active,2018-01-28,,529,1516,498
Inactive,2014-04-08,2015-10-10,Brokerage,1517,498
Active,2016-06-22,,Roth IRA,1518,498
Active,2015-07-14,,Traditional IRA,1519,498
Active,2008-03-21,,Roth 401(k),1520,499
Active,2007-12-13,,Traditional IRA,1521,499
Active,2014-05-04,,Roth IRA,1522,500
Active,2004-08-20,,Traditional IRA,1523,501
Active,2006-09-15,,529,1524,501
Active,2004-08-28,,Roth 401(k),1525,501
Active,2016-11-11,,Roth IRA,1526,501
Active,2018-01-06,,Brokerage,1527,501
Active,2016-06-14,,Roth IRA,1528,502
Active,2014-05-03,,529,1529,503
Active,2015-06-29,,Roth IRA,1530,503
Active,2003-03-25,,Brokerage,1531,504
Active,2007-08-29,,529,1532,504
Active,2001-08-22,,Roth IRA,1533,504
Active,2004-07-27,,Traditional IRA,1534,504
Active,2014-07-20,,Roth 401(k),1535,504
Active,2014-06-29,,Roth 401(k),1536,505
Inactive,2017-04-02,2018-03-16,Roth IRA,1537,505
Active,2014-11-21,,Brokerage,1538,506
Active,2013-08-25,,Traditional IRA,1539,506
Inactive,2013-08-16,2018-02-05,529,1540,506
Active,2013-01-12,,Roth IRA,1541,506
Active,2015-03-04,,Roth 401(k),1542,506
Inactive,2005-11-17,2016-07-08,Roth IRA,1543,507
Active,2015-06-06,,Brokerage,1544,507
Active,2005-05-30,,Traditional IRA,1545,507
Active,2010-10-21,,Brokerage,1546,508
Active,2016-07-05,,Roth 401(k),1547,508
Inactive,2013-02-27,2016-03-07,Roth IRA,1548,508
Inactive,2018-06-23,2018-10-27,Roth IRA,1549,509
Active,2012-01-30,,Traditional IRA,1550,509
Active,2010-06-10,,529,1551,509
Active,2009-05-07,,Roth 401(k),1552,509
Active,2014-10-07,,Brokerage,1553,509
Active,2016-12-09,,Roth IRA,1554,510
Active,2017-09-11,,529,1555,510
Active,2018-04-27,,Traditional IRA,1556,510
Active,2017-06-18,,Roth 401(k),1557,510
Active,2016-11-25,,Brokerage,1558,510
Active,2008-11-22,,529,1559,511
Active,2018-05-23,,Traditional IRA,1560,511
Active,2010-07-19,,Roth 401(k),1561,511
Active,2010-03-03,,Brokerage,1562,511
Inactive,2015-06-11,2015-10-02,529,1563,512
Active,2017-01-31,,Roth 401(k),1564,512
Active,2014-03-02,,Roth IRA,1565,512
Active,2017-10-12,,Traditional IRA,1566,512
Active,2015-02-21,,Roth 401(k),1567,513
Active,2017-07-18,,Roth IRA,1568,513
Active,2009-11-30,,Roth IRA,1569,514
Active,2013-05-30,,Roth 401(k),1570,514
Active,2018-06-21,,Brokerage,1571,514
Active,2012-01-31,,529,1572,514
Active,2009-05-29,,Roth 401(k),1573,515
Active,2012-09-25,,Roth IRA,1574,515
Active,2011-05-31,,Traditional IRA,1575,515
Active,2014-09-30,,Traditional IRA,1576,516
Active,2008-10-04,,Roth 401(k),1577,516
Active,2016-08-07,,Brokerage,1578,516
Active,2014-07-23,,Roth IRA,1579,516
Active,2018-07-05,,529,1580,516
Active,2007-08-23,,Brokerage,1581,517
Active,2010-05-17,,Traditional IRA,1582,517
Inactive,2010-08-11,2012-10-27,Roth IRA,1583,517
Active,2013-08-14,,Roth 401(k),1584,517
Active,2012-05-19,,529,1585,517
Active,2015-03-10,,Traditional IRA,1586,518
Active,2013-10-27,,Brokerage,1587,518
Active,2015-10-09,,Roth IRA,1588,518
Active,2015-12-15,,Traditional IRA,1589,519
Active,2009-10-20,,Brokerage,1590,519
Active,2009-02-24,,Roth 401(k),1591,519
Active,2011-03-08,,529,1592,519
Active,2007-11-24,,Roth IRA,1593,519
Active,2015-10-03,,529,1594,520
Active,2016-03-11,,Roth IRA,1595,520
Active,2018-06-06,,Traditional IRA,1596,521
Active,2018-04-12,,Roth IRA,1597,521
Active,2003-04-23,,Roth IRA,1598,522
Active,2002-03-01,,Roth 401(k),1599,522
Inactive,2008-10-27,2017-05-05,Traditional IRA,1600,522
Active,2009-12-19,,Brokerage,1601,522
Active,2014-05-02,,529,1602,523
Active,2016-08-11,,Brokerage,1603,523
Active,2015-06-29,,Roth 401(k),1604,523
Active,2013-12-20,,Roth IRA,1605,523
Active,2013-09-21,,Traditional IRA,1606,523
Active,2017-09-04,,529,1607,524
Active,2014-08-26,,Roth IRA,1608,524
Active,2015-01-01,,Traditional IRA,1609,524
Active,2015-06-30,,Brokerage,1610,524
Active,2013-04-30,,Roth IRA,1611,525
Active,2016-11-14,,Traditional IRA,1612,525
Active,2015-10-03,,529,1613,525
Active,2015-01-29,,Brokerage,1614,525
Inactive,2015-06-17,2016-08-20,Roth 401(k),1615,526
Active,2006-06-30,,Traditional IRA,1616,527
Inactive,2008-09-28,2010-08-26,Roth IRA,1617,527
Active,2014-11-19,,529,1618,528
Active,2014-04-02,,Traditional IRA,1619,528
Active,2010-07-05,,Roth 401(k),1620,528
Active,2009-09-26,,Roth IRA,1621,528
Active,2011-09-24,,529,1622,529
Active,2017-01-13,,Roth IRA,1623,529
Active,2013-10-22,,Traditional IRA,1624,529
Active,2013-06-22,,Roth IRA,1625,530
Active,2015-12-24,,Traditional IRA,1626,530
Active,2018-01-13,,Roth 401(k),1627,530
Active,2014-01-11,,Brokerage,1628,530
Active,2005-06-28,,529,1629,531
Active,2018-04-16,,Brokerage,1630,532
Active,2013-04-10,,Roth IRA,1631,532
Active,2004-09-06,,Traditional IRA,1632,532
Active,2017-03-02,,Roth 401(k),1633,532
Inactive,2013-03-23,2018-08-05,529,1634,532
Active,2013-07-08,,Traditional IRA,1635,533
Active,2007-06-07,,529,1636,533
Active,2012-03-17,,Traditional IRA,1637,534
Active,2018-04-06,,Roth 401(k),1638,534
Active,2014-07-04,,Roth IRA,1639,534
Active,2014-09-03,,529,1640,534
Active,2012-03-13,,Roth 401(k),1641,535
Active,2008-03-29,,529,1642,536
Inactive,2011-12-12,2017-05-10,Traditional IRA,1643,536
Inactive,2012-08-14,2017-08-01,Roth IRA,1644,536
Inactive,2013-11-08,2016-07-28,Roth IRA,1645,537
Active,2015-04-25,,Brokerage,1646,537
Active,2017-11-14,,Traditional IRA,1647,537
Active,2012-12-24,,Roth 401(k),1648,537
Active,2014-09-01,,529,1649,537
Active,2007-12-05,,Brokerage,1650,538
Active,2013-06-20,,Traditional IRA,1651,538
Active,2017-05-11,,529,1652,538
Active,2013-03-12,,Roth IRA,1653,538
Active,2011-02-03,,Roth IRA,1654,539
Active,2010-07-11,,Brokerage,1655,539
Active,2005-02-17,,529,1656,539
Active,2015-03-11,,Traditional IRA,1657,539
Active,2007-09-15,,Roth 401(k),1658,539
Active,2016-03-12,,529,1659,540
Active,2008-09-20,,Roth IRA,1660,541
Inactive,2007-02-10,2009-05-05,Roth 401(k),1661,541
Active,2010-08-27,,Brokerage,1662,541
Active,2015-09-22,,529,1663,541
Active,2005-08-17,,Traditional IRA,1664,541
Active,2016-12-22,,Brokerage,1665,542
Active,2018-02-28,,Traditional IRA,1666,542
Active,2006-09-23,,Traditional IRA,1667,543
Active,2005-10-11,,529,1668,543
Inactive,2016-07-12,2017-09-30,Roth IRA,1669,544
Inactive,2016-06-08,2018-04-08,529,1670,544
Inactive,2015-07-17,2017-08-05,Traditional IRA,1671,544
Active,2017-05-22,,Traditional IRA,1672,545
Active,2016-02-09,,529,1673,545
Active,2011-10-15,,Roth 401(k),1674,545
Active,2015-03-23,,Roth 401(k),1675,546
Active,2018-03-25,,Traditional IRA,1676,546
Inactive,2016-06-27,2017-09-10,529,1677,546
Active,2017-02-17,,Brokerage,1678,547
Active,2018-02-21,,Traditional IRA,1679,547
Active,2018-04-02,,529,1680,547
Active,2017-12-17,,Roth IRA,1681,547
Active,2012-06-04,,Roth 401(k),1682,548
Active,2010-01-18,,Traditional IRA,1683,548
Active,2017-05-01,,Roth IRA,1684,548
Active,2007-10-11,,Brokerage,1685,548
Active,2017-04-08,,Roth 401(k),1686,549
Active,2013-10-20,,Traditional IRA,1687,550
Active,2014-09-14,,Roth IRA,1688,550
Active,2011-04-05,,529,1689,550
Active,2017-03-04,,Roth 401(k),1690,551
Active,2012-06-23,,529,1691,551
Active,2017-03-13,,Brokerage,1692,551
Active,2018-07-09,,Roth IRA,1693,551
Active,2012-12-29,,Traditional IRA,1694,552
Active,2017-04-16,,Roth IRA,1695,553
Active,2017-08-03,,Brokerage,1696,553
Active,2017-03-10,,Traditional IRA,1697,553
Active,2018-01-14,,529,1698,553
Active,2018-02-26,,Roth 401(k),1699,553
Active,2016-10-26,,Roth IRA,1700,554
Active,2012-09-25,,Traditional IRA,1701,554
Active,2011-01-20,,529,1702,554
Active,2006-08-03,,Roth 401(k),1703,554
Active,2013-09-03,,529,1704,555
Active,2012-05-25,,Roth 401(k),1705,555
Active,2013-09-01,,Brokerage,1706,555
Active,2017-05-09,,Traditional IRA,1707,555
Active,2006-04-10,,Traditional IRA,1708,556
Active,2009-04-04,,529,1709,557
Active,2017-06-08,,Brokerage,1710,557
Active,2005-06-27,,Roth IRA,1711,557
Active,2007-07-24,,Traditional IRA,1712,557
Active,2004-11-30,,Roth 401(k),1713,557
Active,2017-04-27,,529,1714,558
Active,2012-05-11,,Brokerage,1715,559
Active,2011-12-23,,Roth 401(k),1716,559
Active,2016-01-22,,529,1717,559
Active,2010-10-18,,Roth IRA,1718,560
Active,2015-07-09,,Roth 401(k),1719,560
Inactive,2017-01-27,2017-10-29,Roth 401(k),1720,561
Active,2016-04-06,,Roth IRA,1721,561
Active,2016-02-28,,529,1722,561
Active,2017-08-13,,Brokerage,1723,561
Active,2014-07-28,,529,1724,562
Active,2018-05-27,,Roth IRA,1725,562
Active,2012-12-13,,Traditional IRA,1726,562
Active,2016-10-04,,Brokerage,1727,562
Active,2014-05-11,,529,1728,563
Active,2013-04-11,,Roth 401(k),1729,563
Active,2018-05-31,,Roth 401(k),1730,564
Active,2014-09-08,,Brokerage,1731,564
Inactive,2015-10-12,2018-07-22,Roth IRA,1732,564
Active,2012-08-31,,Roth IRA,1733,565
Active,2005-09-14,,Roth 401(k),1734,566
Active,2015-10-09,,Roth IRA,1735,566
Active,2008-09-29,,Brokerage,1736,566
Inactive,2008-12-18,2017-11-16,529,1737,566
Active,2007-05-06,,Traditional IRA,1738,566
Active,2018-02-19,,529,1739,567
Active,2001-05-28,,Brokerage,1740,567
Active,2014-01-04,,Brokerage,1741,568
Inactive,2011-09-26,2016-12-10,Traditional IRA,1742,568
Active,2015-01-12,,529,1743,568
Active,2016-12-22,,Roth 401(k),1744,568
Active,2016-05-20,,Roth IRA,1745,568
Inactive,2005-08-04,2015-02-21,529,1746,569
Active,2016-09-12,,529,1747,570
Active,2016-04-06,,Roth 401(k),1748,570
Active,2011-12-08,,Roth 401(k),1749,571
Active,2014-12-11,,Brokerage,1750,571
Active,2014-08-04,,Roth IRA,1751,571
Active,2016-06-04,,Roth 401(k),1752,572
Active,2015-12-24,,Roth IRA,1753,572
Active,2015-11-18,,529,1754,573
Active,2011-11-07,,Roth IRA,1755,573
Active,2009-05-14,,Traditional IRA,1756,573
Active,2012-11-28,,Roth 401(k),1757,573
Active,2018-06-13,,Brokerage,1758,574
Active,2011-08-06,,Roth IRA,1759,575
Active,2013-07-05,,Traditional IRA,1760,575
Active,2011-04-10,,Roth IRA,1761,576
Active,2005-02-07,,Roth IRA,1762,577
Active,2005-01-04,,Brokerage,1763,577
Active,2018-05-06,,529,1764,578
Active,2016-10-24,,Roth 401(k),1765,578
Active,2018-01-05,,Brokerage,1766,578
Active,2017-06-24,,Roth IRA,1767,578
Active,2013-12-05,,Brokerage,1768,579
Inactive,2012-09-12,2017-03-09,529,1769,580
Active,2017-08-19,,Roth 401(k),1770,580
Active,2016-01-12,,Brokerage,1771,580
Active,2017-06-12,,Roth IRA,1772,581
Active,2009-09-12,,Traditional IRA,1773,581
Active,2013-04-07,,Roth 401(k),1774,581
Active,2009-01-15,,Brokerage,1775,581
Active,2010-07-24,,529,1776,581
Active,2004-09-02,,Traditional IRA,1777,582
Active,2016-10-01,,529,1778,582
Inactive,2014-01-26,2017-04-09,Roth IRA,1779,582
Inactive,2009-09-25,2010-03-26,Brokerage,1780,582
Active,2008-09-27,,Roth 401(k),1781,582
Active,2017-04-24,,529,1782,583
Active,2017-08-03,,Roth IRA,1783,584
Active,2016-12-15,,Roth 401(k),1784,584
Inactive,2014-01-25,2017-03-14,Roth 401(k),1785,585
Active,2011-12-16,,529,1786,585
Active,2016-09-16,,Traditional IRA,1787,585
Active,2017-09-03,,Roth IRA,1788,585
Inactive,2007-09-10,2012-06-29,Roth IRA,1789,586
Active,2011-10-01,,Brokerage,1790,586
Inactive,2008-06-08,2011-11-03,Roth 401(k),1791,586
Active,2002-12-02,,Roth 401(k),1792,587
Active,2000-06-06,,529,1793,587
Active,2015-02-01,,Roth IRA,1794,588
Active,2013-04-12,,Roth 401(k),1795,588
Active,2015-03-21,,529,1796,588
Active,2009-12-19,,Brokerage,1797,588
Active,2013-05-09,,Traditional IRA,1798,588
Inactive,2015-07-04,2017-01-24,Traditional IRA,1799,589
Active,2016-07-03,,529,1800,589
Active,2017-04-27,,Brokerage,1801,589
Active,2015-11-30,,Roth 401(k),1802,589
Inactive,2013-12-31,2017-12-16,Roth IRA,1803,589
Active,2016-12-15,,Traditional IRA,1804,590
Active,2015-03-25,,Brokerage,1805,590
Active,2017-02-11,,529,1806,590
Active,2018-07-11,,Roth 401(k),1807,590
Active,2015-02-08,,Traditional IRA,1808,591
Active,2015-05-07,,Brokerage,1809,591
Active,2012-11-24,,Roth IRA,1810,591
Active,2014-11-28,,Brokerage,1811,592
Active,2016-07-14,,Roth IRA,1812,592
Active,2017-05-16,,Brokerage,1813,593
Active,2017-03-09,,Roth 401(k),1814,593
Active,2017-10-22,,Roth 401(k),1815,594
Active,2016-05-13,,Brokerage,1816,594
Active,2016-12-01,,Roth IRA,1817,594
Active,2015-07-09,,Roth 401(k),1818,595
Active,2017-11-09,,Brokerage,1819,595
Active,2015-01-02,,Roth IRA,1820,595
Active,2008-02-07,,Traditional IRA,1821,595
Active,2017-04-23,,Brokerage,1822,596
Active,2016-06-08,,529,1823,596
Active,2016-04-05,,Roth 401(k),1824,596
Active,2016-04-29,,Traditional IRA,1825,596
Active,2007-08-28,,529,1826,597
Inactive,2011-04-16,2012-01-02,Traditional IRA,1827,598
Active,2017-09-05,,Roth 401(k),1828,599
Active,2017-09-23,,Traditional IRA,1829,599
Inactive,2017-06-22,2017-11-30,529,1830,600
Active,2018-01-09,,Traditional IRA,1831,600
Active,2017-06-19,,Brokerage,1832,600
Active,2017-11-28,,Roth 401(k),1833,600
Active,2015-05-20,,Roth 401(k),1834,601
Active,2016-11-17,,Roth IRA,1835,601
Active,2017-07-04,,Traditional IRA,1836,601
Active,2015-10-24,,Brokerage,1837,601
Inactive,2014-12-09,2016-07-02,Roth 401(k),1838,602
Inactive,2018-06-09,2018-10-13,529,1839,602
Active,2013-03-26,,Brokerage,1840,602
Active,2011-12-23,,Roth 401(k),1841,603
Active,2009-07-13,,529,1842,603
Active,2018-03-19,,Traditional IRA,1843,603
Active,2011-06-26,,Brokerage,1844,603
Active,2017-01-03,,Roth IRA,1845,603
Inactive,2013-01-08,2015-04-17,Traditional IRA,1846,604
Inactive,2018-01-28,2018-09-13,Roth 401(k),1847,605
Active,2008-04-16,,Roth IRA,1848,605
Active,2007-07-06,,Traditional IRA,1849,605
Active,2017-08-24,,529,1850,605
Active,2011-10-30,,529,1851,606
Active,2006-06-26,,Traditional IRA,1852,606
Active,2017-11-29,,Roth 401(k),1853,607
Active,2017-03-26,,Roth IRA,1854,607
Active,2014-06-22,,529,1855,607
Inactive,2016-05-18,2017-01-23,Traditional IRA,1856,607
Active,2016-05-05,,Brokerage,1857,607
Active,2006-10-21,,Roth 401(k),1858,608
Active,2005-08-03,,Traditional IRA,1859,608
Active,2009-12-16,,Brokerage,1860,608
Inactive,2017-07-06,2018-01-03,Brokerage,1861,609
Active,2016-10-13,,Traditional IRA,1862,609
