status,open,close,type,account_id,client_id,value
Inactive,2016-12-13,2018-06-08,Brokerage,928,311,4900.293237921824
Active,2016-04-29,,Roth 401(k),929,311,19276.457295138
Active,2018-01-16,,Roth IRA,930,312,21427.47065361228
Active,2007-04-24,,Traditional IRA,931,313,22611.058094988344
Active,2016-08-16,,Roth 401(k),932,313,17363.730926939825
Active,2015-09-03,,Roth IRA,933,314,22718.147174680453
Active,2007-03-27,,Traditional IRA,934,314,19973.41923633307
Active,2015-10-18,,Roth 401(k),935,315,86042.68501165122
Active,2013-10-27,,Brokerage,936,315,5434.398738652738
Active,2014-08-13,,Traditional IRA,937,315,3419.3477416439937
Active,2015-06-15,,Traditional IRA,938,316,98075.3930047984
Active,2010-09-10,,Roth 401(k),939,316,6861.830187972781
Active,2016-09-22,,529,940,316,6241.776734884275
Active,2005-02-04,,Roth IRA,941,316,11346.322457922428
Active,2008-10-06,,Brokerage,942,316,1531.688529237882
Active,2016-04-13,,Roth 401(k),943,317,11561.012504360175
Active,2014-01-31,,Brokerage,944,318,183918.40771656664
Active,2017-05-22,,Roth IRA,945,318,17319.493864278746
Active,2013-04-06,,Brokerage,946,319,17384.245942754085
Active,2011-05-17,,529,947,320,3291.3506715256062
Active,2015-05-24,,Roth 401(k),948,320,15371.554232039653
Active,2010-07-01,,Roth IRA,949,320,16583.651770183373
Active,2010-05-11,,Traditional IRA,950,320,18454.0620212529
Active,2012-09-26,,Brokerage,951,320,10690.136164678648
Inactive,2015-08-29,2017-06-17,Traditional IRA,952,321,21494.766358853005
Active,2016-01-29,,Roth 401(k),953,321,8702.818105177439
Active,2017-06-10,,Brokerage,954,321,22202.260608064524
Active,2009-03-29,,Roth 401(k),955,322,16493.274590278244
Active,2017-11-25,,529,956,322,23081.250624927463
Active,2017-03-22,,Traditional IRA,957,322,9394.0550089712
Active,2015-11-16,,Roth IRA,958,322,13464.799818129812
Active,2018-01-05,,Brokerage,959,322,10251.120640979481
Active,2011-05-15,,Traditional IRA,960,323,21530.146320869248
Inactive,2006-11-23,2018-09-09,Brokerage,961,324,1779.366079203533
Active,2016-02-20,,Traditional IRA,962,324,6141.882727578965
Active,2015-12-17,,Roth IRA,963,324,3121.7812899231863
Active,2017-04-11,,Traditional IRA,964,325,23476.263444276792
Active,2016-04-19,,Roth IRA,965,325,11087.82920983412
Active,2006-08-04,,Brokerage,966,326,9463.439287630186
Active,2016-08-12,,Roth IRA,967,327,24632.207231992623
Active,2011-07-20,,Roth 401(k),968,327,16209.027501999362
Active,2004-12-23,,529,969,328,20373.461339819725
Active,2006-10-12,,Traditional IRA,970,328,4086.9206434031835
Active,2017-11-18,,Brokerage,971,328,17721.825746354563
Inactive,2005-08-11,2008-10-19,Brokerage,972,329,22806.72697226093
Active,2007-06-04,,Roth IRA,973,329,20180.308288671873
Active,2002-12-02,,Roth 401(k),974,329,1855.339405586932
Active,2003-02-14,,Traditional IRA,975,329,11063.077612858611
Active,2015-11-20,,Brokerage,976,330,18353.76590607517
Active,2010-12-30,,Roth 401(k),977,331,1188.681285843839
Active,2011-12-28,,529,978,331,22154.05525419931
Inactive,2007-07-11,2011-11-07,529,979,332,22457.763026548753
Active,2007-01-03,,Roth IRA,980,332,11984.769986082232
Active,2016-05-13,,Roth IRA,981,333,16502.292657310325
Active,2016-04-16,,Roth 401(k),982,333,18831.754284369537
Active,2018-03-16,,529,983,333,23906.69850945824
Active,2018-07-01,,Brokerage,984,333,2780.3991962208056
Active,2018-06-16,,Traditional IRA,985,333,13099.893038880131
Active,2015-11-12,,529,986,334,3901.8597551480684
Active,2015-06-23,,Roth IRA,987,335,6374.237914546276
Active,2012-09-22,,Roth 401(k),988,335,24096.14841675489
Inactive,2017-06-03,2017-11-21,529,989,335,7350.3354407993575
Active,2017-12-18,,Brokerage,990,336,13789.361191175465
Inactive,2017-04-08,2017-11-18,Roth IRA,991,336,143518.84905456263
Active,2018-04-19,,Brokerage,992,337,5169.526917865212
Active,2018-07-08,,Roth 401(k),993,337,14644.09957405306
Active,2017-08-29,,Roth IRA,994,338,15493.322835995486
Active,2018-03-19,,Roth 401(k),995,338,22203.544701379677
Active,2017-02-18,,529,996,338,2454.9253753361313
Active,2016-11-29,,Brokerage,997,338,7063.860622011872
Active,2017-03-23,,Traditional IRA,998,338,24412.920973339144
Active,2006-05-23,,Brokerage,999,339,13468.84051894012
Active,2009-01-12,,Roth 401(k),1000,339,2390.814805706681
Active,2015-10-18,,Roth IRA,1001,339,5835.618071213084
Active,2012-05-24,,529,1002,339,293993.9206869486
Active,2013-05-05,,529,1003,340,21747.632638671654
Active,2005-08-22,,Brokerage,1004,341,12380.782021907702
Active,2016-08-09,,Traditional IRA,1005,341,22254.412274102007
Active,2017-07-18,,Roth IRA,1006,341,10383.443159848006
Active,2016-12-26,,529,1007,341,16205.558885771552
Active,2017-02-09,,Roth 401(k),1008,341,118100.6064671982
Active,2016-10-30,,Roth 401(k),1009,342,8458.20862121579
Inactive,2016-12-14,2018-06-17,Brokerage,1010,342,22243.165191094584
Active,2008-09-24,,Roth 401(k),1011,343,10466.68706117207
Active,2013-12-11,,529,1012,344,9340.13725084638
Active,2011-05-26,,Roth IRA,1013,344,9139.911161238902
Active,2011-11-25,,Roth 401(k),1014,344,19265.257860081354
Active,2013-09-18,,Roth IRA,1015,345,10559.688192278129
Active,2014-05-18,,Roth 401(k),1016,345,11883.370181526026
Active,2013-08-31,,Brokerage,1017,345,13063.760976371552
Active,2014-08-15,,Traditional IRA,1018,346,16890.312161495873
Active,2002-04-19,,Roth 401(k),1019,346,18990.61045879673
Active,2004-11-12,,Brokerage,1020,347,24537.33652225969
Active,2011-12-28,,Traditional IRA,1021,347,16434.871549739157
Active,2007-12-07,,Roth IRA,1022,347,21421.27342422257
Active,2016-09-12,,529,1023,347,149355.24831449543
Active,2017-08-04,,Traditional IRA,1024,348,3174.0731328481165
Active,2017-07-17,,Roth IRA,1025,349,3283.96678182186
Active,2017-12-12,,Traditional IRA,1026,349,22033.35478218488
Active,2017-09-16,,Roth 401(k),1027,349,19217.02041514734
Active,2018-02-18,,529,1028,349,8617.276967756909
Inactive,2017-06-11,2017-12-21,Brokerage,1029,349,98695.31800227004
Active,2014-08-07,,529,1030,350,12858.746458197544
Active,2017-12-02,,Roth IRA,1031,351,82044.56791492982
Inactive,2006-02-10,2009-11-28,Roth 401(k),1032,351,10438.589652331324
Active,2004-10-29,,Traditional IRA,1033,351,103331.48940312941
Inactive,2018-05-01,2018-10-03,Brokerage,1034,351,9763.286213836676
Active,2017-06-25,,529,1035,351,22115.924646936597
Active,2016-11-25,,Traditional IRA,1036,352,8591.051691981873
Active,2017-08-28,,Roth 401(k),1037,353,23993.74652555938
Inactive,2018-06-24,2018-10-29,Traditional IRA,1038,353,19511.848388133167
Active,2017-08-21,,529,1039,353,8532.434865202873
Active,2018-05-10,,Brokerage,1040,353,2451.69460894199
Active,2018-03-25,,Roth IRA,1041,353,18474.29339638315
Active,2013-06-21,,Traditional IRA,1042,354,136330.20619792724
Active,2017-08-20,,Roth 401(k),1043,355,23723.552609562277
Active,2014-01-28,,Traditional IRA,1044,355,17379.222046592102
Active,2014-08-23,,Brokerage,1045,355,5904.7877040356525
Active,2016-05-20,,529,1046,355,19383.085073154525
Inactive,2012-08-05,2013-04-19,Roth IRA,1047,356,6032.13200167724
Active,2007-05-18,,Traditional IRA,1048,356,3138.7350496076892
Active,2002-08-09,,Brokerage,1049,356,20424.552069552123
Active,2009-08-07,,529,1050,356,24817.094255964792
Active,2016-05-07,,Roth IRA,1051,357,20427.68342490167
Active,2014-11-24,,Traditional IRA,1052,358,18269.969507598995
Active,2017-04-06,,Roth 401(k),1053,358,17577.790893488105
Active,2011-09-08,,529,1054,358,13722.265194382291
Active,2014-05-14,,Brokerage,1055,358,9733.384149308695
Active,2017-09-11,,Roth IRA,1056,358,15931.678774631118
Active,2004-02-14,,Roth IRA,1057,359,19984.540582542235
Active,2016-01-01,,Roth 401(k),1058,359,10259.244691190743
Active,2015-11-11,,529,1059,359,15888.833929456878
Active,2007-05-08,,Traditional IRA,1060,359,11072.13288612446
Inactive,2011-04-11,2012-11-21,Brokerage,1061,359,22021.806521905557
Inactive,2018-05-08,2018-09-12,529,1062,360,12491.812502403302
Active,2018-04-21,,Roth 401(k),1063,360,12480.729929295956
Active,2017-02-18,,Roth IRA,1064,361,7918.393554847064
Active,2016-11-10,,Traditional IRA,1065,361,160233.51536332467
Active,2007-06-28,,Traditional IRA,1066,362,57331.43431671821
Active,2018-02-18,,Roth IRA,1067,362,6161.845407609073
Active,2015-01-03,,529,1068,362,6262.689323692632
Active,2013-11-06,,Roth 401(k),1069,362,12028.00972989431
Active,2011-03-12,,Brokerage,1070,363,5477.811525671272
Active,2008-05-14,,529,1071,363,6517.409739438044
Active,2006-04-15,,Roth 401(k),1072,363,22491.604844588303
Active,2012-11-08,,Roth IRA,1073,363,9914.72806353807
Inactive,2006-11-24,2012-08-05,Roth 401(k),1074,364,216363.62177369097
Active,2014-07-02,,529,1075,364,115267.07350627673
Active,2006-04-01,,Traditional IRA,1076,364,8484.874946878836
Active,2016-10-01,,529,1077,365,17864.359410752284
Active,2017-08-29,,Roth IRA,1078,365,19183.399496790316
Inactive,2017-02-17,2018-08-14,Roth 401(k),1079,365,13092.647607355386
Active,2017-03-06,,Traditional IRA,1080,365,23053.06243415206
Active,2017-11-26,,Brokerage,1081,365,9558.25699354037
Active,2017-05-16,,529,1082,366,6051.315055861353
Active,2011-04-25,,Traditional IRA,1083,366,21510.212808638888
Active,2006-03-13,,Brokerage,1084,366,17600.705123176213
Active,2007-11-29,,Roth 401(k),1085,366,2453.8876481348098
Active,2015-11-06,,Roth IRA,1086,366,18824.4256781454
Active,2017-09-15,,Roth IRA,1087,367,13670.42566446664
Inactive,2004-01-20,2008-10-25,Roth 401(k),1088,367,23106.7371848615
Active,2016-03-26,,Roth 401(k),1089,368,24721.515278660605
Inactive,2015-06-29,2017-07-16,529,1090,368,7725.5506597753765
Active,2017-02-09,,Roth 401(k),1091,369,4339.518109991572
Active,2017-07-18,,Roth 401(k),1092,370,14800.93665308737
Active,2011-12-18,,Traditional IRA,1093,370,23772.177287165785
Active,2011-05-28,,529,1094,370,13902.4765133573
Active,2014-09-11,,Roth IRA,1095,370,5846.365761611803
Active,2017-04-03,,529,1096,371,230597.6811085375
Active,2011-02-26,,Roth IRA,1097,371,98903.45482216793
Active,2018-04-29,,Roth 401(k),1098,371,16288.811524554001
Active,2012-08-13,,Traditional IRA,1099,371,16558.881332166144
Active,2015-05-30,,Brokerage,1100,371,226119.01937187268
Active,2016-07-07,,Roth IRA,1101,372,6437.412143247329
Active,2015-06-11,,529,1102,373,13541.770481765994
Active,2016-04-16,,Roth IRA,1103,373,6161.144022648656
Active,2016-06-17,,Brokerage,1104,373,3792.091487221677
Inactive,2008-05-29,2015-01-11,Traditional IRA,1105,374,6224.200878473461
Active,2012-02-09,,Roth 401(k),1106,375,16726.806675722437
Active,2013-05-29,,Brokerage,1107,375,5847.129614759758
Active,2015-11-06,,529,1108,376,6890.553983302327
Active,2014-11-28,,Traditional IRA,1109,376,5844.491188058469
Active,2013-12-09,,Roth IRA,1110,376,24494.631557234225
Active,2015-04-10,,Brokerage,1111,376,83536.10196008674
Active,2015-10-09,,Roth 401(k),1112,376,13614.79617212178
Active,2017-01-09,,Roth IRA,1113,377,14643.075953657024
Active,2017-10-08,,Traditional IRA,1114,378,5372.285022221865
Active,2017-11-21,,Brokerage,1115,378,12245.492802324407
Active,2018-01-20,,529,1116,378,21220.88848975344
Active,2010-11-29,,Brokerage,1117,379,3454.2173904015804
Active,2014-07-17,,Traditional IRA,1118,379,199518.82724342484
Active,2015-07-25,,Roth IRA,1119,379,14249.480232185599
Active,2006-07-03,,Roth 401(k),1120,379,19683.38881066776
Active,2018-05-12,,Roth IRA,1121,380,15811.237450620827
Active,2015-05-25,,Brokerage,1122,380,12519.336468066538
Active,2014-11-17,,Roth 401(k),1123,381,15683.512848590632
Active,2007-08-28,,Roth IRA,1124,381,5302.045586975123
Active,2005-06-19,,Brokerage,1125,381,5121.806636878767
Active,2016-02-16,,Traditional IRA,1126,381,2282.248604188249
Active,2018-06-23,,Roth IRA,1127,382,13326.373047130055
Active,2009-08-17,,Traditional IRA,1128,382,21242.927055331802
Active,2012-04-09,,529,1129,382,13133.1561046283
Active,2017-07-16,,Roth 401(k),1130,383,6160.915112576068
Active,2014-01-25,,529,1131,383,9623.657561860957
Active,2017-08-09,,Brokerage,1132,383,14199.544114290984
Active,2012-07-20,,529,1133,384,4917.885646853634
Active,2018-06-16,,Roth 401(k),1134,384,14102.713470706683
Active,2016-07-28,,Traditional IRA,1135,385,6667.562728105679
Active,2011-06-05,,Brokerage,1136,385,62763.9654491481
Active,2018-03-02,,Roth 401(k),1137,385,10176.315890446973
Active,2017-07-10,,Roth IRA,1138,385,122131.68969264145
Active,2003-02-02,,Brokerage,1139,386,137649.6655390474
Active,2015-04-06,,Roth IRA,1140,387,9893.452083264892
Active,2014-04-08,,529,1141,387,6203.721626557095
Active,2015-03-22,,Roth 401(k),1142,388,161963.71800274818
Active,2012-03-09,,Brokerage,1143,388,9663.590229808506
Active,2016-12-27,,529,1144,388,15394.2208249306
Active,2017-06-20,,529,1145,389,11090.734314253083
Active,2014-06-19,,Roth IRA,1146,389,1604.628609870975
Inactive,2012-01-18,2016-09-17,Roth IRA,1147,390,5238.262229417012
Active,2017-03-19,,Roth 401(k),1148,390,8185.729967909258
Active,2008-12-10,,529,1149,390,243840.519152262
Active,2005-03-29,,Brokerage,1150,390,12662.551965703562
Active,2012-04-17,,Traditional IRA,1151,390,3337.254181031127
Active,2001-10-11,,Brokerage,1152,391,12153.60617264471
Active,2009-06-08,,Traditional IRA,1153,391,5746.110508960688
Active,2008-06-29,,Roth 401(k),1154,391,18088.810033526064
Active,2006-09-27,,529,1155,391,20851.276142345967
Active,2009-10-26,,Roth 401(k),1156,392,20880.98683558649
Active,2016-10-22,,529,1157,392,15243.341014201444
Active,2008-08-11,,Roth IRA,1158,392,7384.9992924973585
Inactive,2010-07-29,2014-03-15,Traditional IRA,1159,392,12799.913050713443
Active,2016-10-14,,Traditional IRA,1160,393,21480.381240212817
Active,2017-07-06,,Roth 401(k),1161,393,9999.12189255804
Active,2015-12-08,,529,1162,393,1193.890113157127
Active,2015-06-26,,Roth IRA,1163,393,22133.03566393563
Active,2009-10-31,,Roth 401(k),1164,394,10310.2805457843
Active,2017-06-06,,Roth 401(k),1165,395,20543.836584976616
Inactive,2014-04-08,2015-10-11,529,1166,395,5434.963335867583
Active,2015-07-15,,Brokerage,1167,395,280078.33856228995
Active,2016-08-23,,Roth IRA,1168,395,149953.37891655046
Active,2015-08-01,,Traditional IRA,1169,395,20679.020638071666
Active,2017-08-29,,529,1170,396,5867.45840994971
Inactive,2018-06-04,2018-09-14,Roth 401(k),1171,396,8958.93201699615
Active,2004-08-20,,Traditional IRA,1172,397,22784.97607669298
Active,2004-08-28,,529,1173,397,18072.615919974294
Active,2018-01-09,,Roth 401(k),1174,397,13300.352367381685
Active,2007-06-30,,Roth IRA,1175,397,299899.4659415215
Active,2006-05-21,,Brokerage,1176,397,2819.0112883185393
Active,2018-02-20,,529,1177,398,23487.637212925907
Active,2013-12-24,,Traditional IRA,1178,398,11761.655044385687
Inactive,2017-09-03,2018-01-06,529,1179,399,3945.317658170474
Active,2016-04-18,,Traditional IRA,1180,399,1764.8136821534192
Active,2013-07-20,,Traditional IRA,1181,400,141612.92599194188
Inactive,2016-05-07,2017-10-11,Brokerage,1182,400,20051.160776213925
Active,2014-04-21,,Roth IRA,1183,400,23326.74368575656
Active,2018-05-06,,529,1184,400,23009.566921582176
Active,2016-05-31,,Roth 401(k),1185,400,13488.040627670138
Active,2012-03-10,,Roth 401(k),1186,401,14785.443192837261
Inactive,2008-02-17,2017-08-12,Brokerage,1187,401,15390.535756168496
Active,2010-10-26,,529,1188,401,21370.61720398086
Active,2015-01-02,,Brokerage,1189,402,18803.982956807948
Active,2007-02-01,,Roth 401(k),1190,402,17387.55770823252
Active,2015-07-18,,Traditional IRA,1191,402,1899.876244160975
Active,2010-10-26,,Roth IRA,1192,402,5649.378429727899
Active,2009-10-23,,529,1193,402,7955.856811537868
Active,2017-07-03,,529,1194,403,13636.231523301887
Active,2013-01-10,,529,1195,404,20262.35377209987
Active,2013-03-02,,Traditional IRA,1196,404,13601.508384437131
Active,2018-01-16,,Roth 401(k),1197,404,10515.271363943535
Inactive,2017-04-04,2018-04-19,Brokerage,1198,404,7249.898508177618
Active,2018-07-02,,Traditional IRA,1199,405,21551.439683596414
Active,2015-05-13,,529,1200,405,7218.224109582516
Active,2015-11-18,,Roth IRA,1201,405,4008.660907376532
Active,2014-01-24,,Roth 401(k),1202,405,19296.22880658658
Active,2002-08-14,,Roth 401(k),1203,406,8664.869004116483
Active,2005-11-12,,Brokerage,1204,406,17738.161308441886
Active,2012-10-20,,529,1205,407,1617.6669499667983
Active,2014-07-03,,Traditional IRA,1206,408,23510.064030103025
Inactive,2018-07-22,2018-11-01,Roth 401(k),1207,408,21851.194550907574
Active,2012-06-07,,529,1208,408,151916.69124169226
Active,2013-11-16,,Brokerage,1209,408,11138.664955456697
Active,2018-05-07,,Roth IRA,1210,408,14175.969973804844
Active,2017-09-17,,529,1211,409,249592.28692399248
Active,2018-03-26,,Traditional IRA,1212,409,8718.85198325153
Active,2014-09-18,,Roth IRA,1213,410,8159.92608771082
Active,2012-05-15,,Roth 401(k),1214,411,19477.71603333914
Active,2015-03-11,,Traditional IRA,1215,412,286849.781185934
Active,2015-10-10,,Brokerage,1216,412,24825.32178880238
Active,2018-01-27,,Roth IRA,1217,412,14660.928436183603
Active,2013-11-19,,Roth IRA,1218,413,3912.1862715464636
Inactive,2018-03-01,2018-07-12,Roth 401(k),1219,413,3761.771920635021
Active,2014-09-26,,529,1220,413,1566.4919494666663
Active,2016-06-08,,Traditional IRA,1221,413,8833.485506936915
Active,2012-04-01,,Roth IRA,1222,414,12724.621691453109
Active,2009-08-18,,Traditional IRA,1223,414,21790.06204193429
Active,2010-01-25,,Brokerage,1224,414,14473.223606158743
Active,2015-03-27,,529,1225,415,261860.88394434223
Active,2015-06-26,,Roth IRA,1226,415,7308.712240604794
Active,2016-07-10,,Roth 401(k),1227,415,13026.647391004342
Active,2018-07-12,,Brokerage,1228,415,1119.7782832400485
Active,2008-01-28,,Traditional IRA,1229,416,211271.53023122044
Active,2010-06-28,,Roth IRA,1230,416,5447.217347589826
Active,2012-03-14,,529,1231,416,23439.288933259315
Inactive,2004-08-20,2017-04-17,Roth 401(k),1232,417,24282.233743597677
Active,2016-06-22,,529,1233,417,5491.41957711292
Active,2008-01-28,,Roth IRA,1234,417,17904.198447394345
Active,2015-02-14,,529,1235,418,6532.289907904177
Active,2014-06-30,,529,1236,419,4491.398326562647
Active,2014-11-20,,Traditional IRA,1237,420,23199.49588323187
Active,2009-07-31,,Roth IRA,1238,420,104670.6073129287
Active,2010-08-05,,Roth 401(k),1239,421,1518.2121167039363
Active,2018-01-28,,Roth 401(k),1240,422,13288.310948356288
Active,2013-06-22,,Roth IRA,1241,423,21694.113792133216
Active,2018-01-16,,Traditional IRA,1242,423,24347.242310438607
Active,2015-08-12,,Roth 401(k),1243,423,13070.898285995798
Active,2014-02-18,,Brokerage,1244,423,20361.407447952002
Active,2017-02-22,,Traditional IRA,1245,424,14744.69660332914
Active,2016-12-24,,Brokerage,1246,425,2972.1217207602645
Active,2002-04-05,,Roth 401(k),1247,426,8626.913741210343
Active,2004-04-03,,Traditional IRA,1248,426,11858.439189279463
Active,2007-11-19,,529,1249,426,17760.985673188676
Active,2005-12-29,,Brokerage,1250,426,7389.445245663199
Inactive,2006-08-01,2007-09-06,Roth IRA,1251,426,23970.104790149337
Active,2009-09-19,,529,1252,427,130642.23525562791
Active,2009-05-13,,Traditional IRA,1253,427,2489.4962305766885
Active,2012-02-14,,Roth IRA,1254,428,1025.6153911520194
Active,2017-01-26,,529,1255,428,12946.117519589461
Active,2012-03-14,,Roth 401(k),1256,428,11865.376942940107
Active,2016-04-06,,Traditional IRA,1257,428,12755.405572722975
Inactive,2011-09-26,2015-06-28,Roth 401(k),1258,429,7199.0957415316925
Active,2012-08-20,,Roth IRA,1259,429,7707.756792830747
Active,2011-07-16,,Brokerage,1260,429,17466.754380463477
Active,2014-03-02,,Traditional IRA,1261,429,5842.389571862212
Active,2018-07-05,,529,1262,429,22846.506898107287
Active,2016-11-11,,Brokerage,1263,430,24774.010513835
Active,2018-02-05,,529,1264,431,88609.53595690156
Active,2017-12-13,,Brokerage,1265,431,5428.425648380824
Active,2007-05-31,,Traditional IRA,1266,432,6085.975674485692
Active,2004-02-25,,Traditional IRA,1267,433,4382.041501916752
Active,2006-06-23,,Brokerage,1268,433,278953.3248733779
Active,2010-11-29,,Roth IRA,1269,433,15219.17760196747
Active,2015-01-05,,529,1270,434,14930.98314174213
Active,2012-06-09,,Roth 401(k),1271,434,17390.962511452275
Active,2007-06-03,,529,1272,435,3696.3867152002317
Active,2016-10-06,,Roth 401(k),1273,435,166783.72080107577
Active,2018-05-07,,529,1274,436,22511.994019369995
Active,2010-02-05,,Roth 401(k),1275,437,5502.278404988668
Active,2012-04-04,,Traditional IRA,1276,437,11848.109162530127
Active,2009-09-07,,Roth IRA,1277,438,24515.181162186993
Active,2008-07-16,,Roth 401(k),1278,438,18662.076683054875
Active,2018-03-13,,Traditional IRA,1279,438,107887.24353359852
Active,2014-01-06,,529,1280,438,11474.213873119825
Active,2015-09-10,,529,1281,439,2240.594932800501
Active,2014-05-04,,Roth 401(k),1282,440,5411.253064851831
Active,2007-10-17,,Traditional IRA,1283,440,24871.197548211723
Active,2006-07-22,,529,1284,440,17553.321962538317
Active,2003-10-23,,Brokerage,1285,440,13702.81926240537
Active,2011-01-14,,Roth IRA,1286,440,12343.77760242757
Active,2017-10-15,,529,1287,441,20949.46885214454
Active,2018-04-16,,Traditional IRA,1288,441,13986.673598182577
Active,2018-05-18,,Traditional IRA,1289,442,9730.98763304427
Inactive,2018-05-15,2018-09-24,Brokerage,1290,442,24122.33747545977
Active,2018-03-17,,529,1291,442,14636.208681151327
Active,2002-10-23,,Roth 401(k),1292,443,10150.406720914518
Active,2012-09-02,,529,1293,443,20649.90357667305
Active,2016-08-10,,Brokerage,1294,444,15958.04939473507
Active,2018-05-18,,Roth IRA,1295,444,6405.246632590537
Active,2013-10-21,,Roth 401(k),1296,444,3704.9966484331326
Active,2012-09-24,,529,1297,444,21060.964354319698
Active,2016-12-25,,Roth 401(k),1298,445,13341.704052587424
Active,2006-04-11,,Traditional IRA,1299,446,4493.292556769914
Active,2017-07-22,,Roth IRA,1300,447,9325.316990562033
Active,2008-08-27,,529,1301,447,12249.06326865972
Active,2010-08-15,,Brokerage,1302,447,12265.717165230495
Active,2015-06-23,,Traditional IRA,1303,447,24325.209109207957
Active,2016-11-09,,Roth 401(k),1304,447,3602.047175467174
Active,2016-04-20,,Roth IRA,1305,448,7081.488796895704
Active,2010-12-27,,529,1306,449,3156.670739470714
Active,2009-02-07,,Brokerage,1307,449,20447.11346685317
Active,2011-12-02,,Roth 401(k),1308,449,60799.72941990981
Active,2003-01-28,,Roth IRA,1309,449,3956.57177021309
Active,2002-06-30,,Roth IRA,1310,450,13642.914406643435
Active,2017-06-09,,Brokerage,1311,450,4829.928433823263
Active,2015-03-17,,Traditional IRA,1312,451,9365.118385485539
Active,2013-08-13,,Roth 401(k),1313,452,15992.575595912196
Active,2016-06-19,,Brokerage,1314,452,3749.8078151057034
Active,2018-01-20,,529,1315,453,6672.546412761759
Inactive,2008-08-14,2017-11-08,Roth IRA,1316,453,21188.998656801294
Active,2015-01-21,,Brokerage,1317,454,1231.230948146889
Active,2011-02-19,,Roth IRA,1318,454,15903.981937012175
Active,2017-12-28,,Traditional IRA,1319,454,120666.81964010723
Active,2015-12-25,,Roth 401(k),1320,454,83412.55799927207
Active,2004-11-25,,Roth IRA,1321,455,2299.9494810589513
Active,2003-11-04,,Traditional IRA,1322,455,21826.245408153038
Inactive,2008-10-07,2017-12-28,Traditional IRA,1323,456,17527.297426272606
Active,2017-05-18,,529,1324,456,10293.449953545049
Active,2013-02-18,,Roth 401(k),1325,457,17291.0518731864
Active,2015-11-16,,Brokerage,1326,458,10189.494134131832
Active,2017-07-17,,Traditional IRA,1327,458,10193.613547547548
Active,2017-02-27,,Roth IRA,1328,458,22542.02762732844
Active,2018-04-13,,529,1329,458,8234.471974005486
Active,2013-08-01,,Roth 401(k),1330,458,17867.601840426327
Active,2014-11-16,,529,1331,459,115473.87041782812
Active,2017-03-29,,Brokerage,1332,459,8240.915974642743
Active,2013-09-04,,Roth 401(k),1333,459,8007.113812959835
Active,2014-07-20,,Roth IRA,1334,460,22023.079390149764
Active,2011-09-23,,Traditional IRA,1335,460,3562.6022814756766
Active,2012-10-21,,Brokerage,1336,460,19414.315151063438
Active,2006-12-12,,529,1337,460,8662.793464994953
Active,2014-04-11,,529,1338,461,8716.609237048133
Active,2013-08-08,,Traditional IRA,1339,461,24438.698541532427
Active,2016-10-05,,Roth 401(k),1340,461,12623.541777284048
Active,2016-01-28,,Brokerage,1341,461,17582.12218559646
Active,2018-07-08,,Roth IRA,1342,461,21704.550662761125
Active,2007-01-27,,Brokerage,1343,462,2594.2722087806337
Inactive,2013-12-06,2014-12-02,Roth 401(k),1344,462,203487.0215285717
Active,2006-09-08,,Roth IRA,1345,462,9473.713894118013
Active,2003-06-27,,Traditional IRA,1346,462,7818.0518355366285
Active,2013-02-21,,Traditional IRA,1347,463,23776.068213935865
Active,2014-02-20,,Roth 401(k),1348,463,207870.66523997457
Active,2011-01-23,,Roth IRA,1349,463,221688.1222084084
Inactive,2016-08-12,2018-04-16,Brokerage,1350,464,9278.321270809025
Active,2017-09-21,,Roth 401(k),1351,464,13651.50332549036
Active,2017-03-13,,Traditional IRA,1352,464,14160.864812444832
Inactive,2016-11-24,2017-12-31,Roth IRA,1353,464,12124.802036839876
Active,2018-03-07,,529,1354,464,9384.693920538499
Active,2000-09-11,,Traditional IRA,1355,465,5364.392541180352
Active,2012-09-16,,529,1356,465,10809.460390785793
Inactive,2010-09-11,2012-01-21,Roth 401(k),1357,465,65439.84003947674
Active,2009-05-29,,Brokerage,1358,465,17726.078397936137
Active,2001-01-31,,Roth IRA,1359,465,2182.283403798677
Active,2009-08-19,,Roth IRA,1360,466,3067.822736892601
Active,2009-07-05,,Roth 401(k),1361,466,24120.103702860786
Active,2013-04-02,,529,1362,466,7445.33596538091
Active,2009-08-31,,Brokerage,1363,466,11613.336895768245
Inactive,2008-10-13,2017-09-27,Traditional IRA,1364,466,147837.34720857732
Active,2004-02-20,,Brokerage,1365,467,116366.03609519581
Active,2014-06-19,,Roth IRA,1366,467,11472.70606022814
Active,2013-09-22,,Roth 401(k),1367,467,19241.646547878256
Active,2012-10-31,,Roth IRA,1368,468,2034.1200507743515
Active,2008-07-05,,Roth 401(k),1369,468,7514.4158157283955
Active,2006-08-12,,529,1370,469,15564.023909762574
Active,2013-09-04,,Roth IRA,1371,470,6119.876806034945
Active,2013-11-12,,Brokerage,1372,470,16619.638027601362
Active,2011-03-28,,Roth 401(k),1373,470,2589.323483311121
Inactive,2008-11-05,2013-03-24,Brokerage,1374,471,7064.722828464684
Active,2014-08-19,,Traditional IRA,1375,471,15190.3830000084
Inactive,2004-01-18,2016-01-25,529,1376,471,170545.99731526815
Active,2010-08-23,,529,1377,472,24836.931019645
Active,2017-11-19,,Traditional IRA,1378,472,17254.643592032895
Active,2007-10-26,,Roth 401(k),1379,472,21668.222948756484
Active,2006-10-29,,Brokerage,1380,472,21327.05967822965
